loan_amnt,int_rate,installment,grade,emp_length,home_ownership,annual_inc,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim
5000,14.49,172.09,C,1 year,RENT,25000.0,16.51,1.0,0.0,6.0,10.0,0.0,8547,82.2,17.0,6168.534963,6168.53,5000.0,1168.53,0.0,0.0,0.0,1005.83,0.0,Individual,0.0,0.0,29140.0,10400.0
18000,11.99,400.31,C,5 years,RENT,46000.0,10.57,0.0,2.0,50.0,9.0,0.0,6133,17.7,19.0,12874.91,12874.91,8264.83,4610.08,0.0,0.0,0.0,400.31,0.0,Individual,0.0,8496.0,16744.0,34700.0
5000,11.47,164.81,B,9 years,RENT,40000.0,15.84,0.0,2.0,,8.0,2.0,5391,54.5,12.0,5709.383275,5709.38,5000.0,709.38,0.0,0.0,0.0,2745.99,0.0,Individual,0.0,615.0,7489.0,9900.0
10000,10.42,324.65,B,,OWN,36000.0,5.3,0.0,0.0,60.0,4.0,0.0,5613,43.9,13.0,5835.02,5835.02,4611.77,1223.25,0.0,0.0,0.0,324.65,0.0,Individual,0.0,0.0,5613.0,12800.0
3000,11.99,99.63,C,2 years,RENT,28000.0,16.89,0.0,1.0,65.0,16.0,0.0,2911,83.2,18.0,3185.29,3185.29,2608.56,576.73,0.0,0.0,0.0,99.63,0.0,Individual,0.0,0.0,54065.0,3500.0
20000,10.99,654.68,B,< 1 year,MORTGAGE,57500.0,27.09,0.0,0.0,26.0,8.0,0.0,21955,67.3,29.0,10245.78,10245.78,7543.81,2251.97,0.0,450.0,81.0,654.68,0.0,Individual,0.0,0.0,178515.0,32600.0
12000,14.65,283.28,C,2 years,MORTGAGE,70000.0,19.36,0.0,0.0,,12.0,1.0,6205,78.0,28.0,6054.14,6054.14,2734.95,2354.32,0.0,964.87,173.6766,283.28,0.0,Individual,0.0,0.0,49030.0,7960.0
29900,16.99,742.94,D,10+ years,RENT,115000.0,9.85,0.0,0.0,31.0,15.0,1.0,8634,38.5,20.0,20880.15,20880.15,9051.78,8882.13,0.0,2946.24,530.3232,742.94,0.0,Individual,0.0,1179.0,40477.0,26400.0
30000,18.99,1099.53,D,1 year,RENT,72000.0,23.42,0.0,0.0,,11.0,0.0,9796,47.3,15.0,32922.6,32922.6,23753.38,9169.22,0.0,0.0,0.0,1099.53,0.0,Individual,0.0,0.0,51922.0,20700.0
15000,16.99,372.71,D,6 years,MORTGAGE,85000.0,4.38,0.0,1.0,56.0,9.0,1.0,8370,41.4,41.0,21561.53166,21561.53,15000.0,6561.53,0.0,0.0,0.0,6280.42,0.0,Individual,0.0,0.0,8370.0,20200.0
9000,11.39,296.32,B,10+ years,OWN,80000.0,25.25,0.0,1.0,,11.0,0.0,12024,64.6,16.0,5319.52,5319.52,4118.45,1201.07,0.0,0.0,0.0,296.32,0.0,Individual,0.0,379.0,30289.0,18600.0
21000,21.49,796.47,D,2 years,RENT,42000.0,15.26,0.0,1.0,,13.0,0.0,2569,10.3,23.0,5686.45,5686.45,1727.29,1433.52,0.0,2525.64,454.6152,796.47,0.0,Individual,0.0,0.0,97947.0,25000.0
23900,17.57,601.33,D,7 years,RENT,52000.0,17.56,0.0,1.0,,19.0,0.0,37701,58.6,34.0,5502.81,5497.05,2399.68,3103.13,0.0,0.0,0.0,601.33,0.0,Individual,0.0,0.0,41842.0,64300.0
15000,12.99,341.22,C,10+ years,RENT,66000.0,22.73,0.0,0.0,82.0,18.0,0.0,21378,40.0,42.0,16661.91,16661.91,15000.0,1661.91,0.0,0.0,0.0,13590.93,0.0,Individual,0.0,0.0,50616.0,53400.0
8000,12.73,268.52,B,6 years,RENT,78000.0,6.31,0.0,0.0,,3.0,0.0,159,13.3,3.0,794.24,794.24,556.83,237.41,0.0,0.0,0.0,268.52,0.0,Individual,0.0,0.0,13072.0,1200.0
7000,7.9,219.04,A,< 1 year,RENT,23000.0,12.37,0.0,1.0,,4.0,0.0,7528,49.9,13.0,7885.107214,7885.11,7000.0,885.11,0.0,0.0,0.0,218.71,0.0,Individual,0.0,0.0,7528.0,15100.0
10000,15.31,348.18,C,10+ years,MORTGAGE,33000.0,15.53,0.0,0.0,64.0,8.0,1.0,6235,56.7,20.0,1975.85,1975.85,670.27,357.26,0.0,948.32,170.6976,348.18,0.0,Individual,0.0,267.0,97754.0,11000.0
12500,21.45,341.34,D,10+ years,MORTGAGE,75000.0,10.08,0.0,1.0,,29.0,1.0,9627,69.8,43.0,6834.25,6834.25,2804.6,4029.65,0.0,0.0,0.0,341.34,0.0,Individual,0.0,0.0,147323.0,13800.0
14900,25.29,439.88,E,1 year,MORTGAGE,38000.0,17.36,0.0,1.0,34.0,9.0,0.0,9202,39.3,22.0,17275.45887,17275.46,14900.0,2375.46,0.0,0.0,0.0,14342.85,0.0,Individual,0.0,0.0,136981.0,23400.0
8000,8.18,251.36,B,6 years,RENT,100000.0,12.21,0.0,0.0,31.0,11.0,0.0,17471,64.0,24.0,9031.392671,9031.39,8000.0,1031.39,0.0,0.0,0.0,1242.87,0.0,Individual,0.0,0.0,17796.0,27300.0
35000,19.2,1286.51,D,10+ years,MORTGAGE,550000.0,7.89,0.0,6.0,,11.0,0.0,127705,46.4,21.0,46243.48,46243.48,35000.0,11243.48,0.0,0.0,0.0,6272.36,0.0,Individual,0.0,0.0,551143.0,176059.0
22250,21.48,607.97,E,10+ years,RENT,72000.0,15.83,0.0,0.0,,12.0,0.0,45480,71.7,23.0,9564.33,9564.33,2524.44,4162.81,0.0,2877.08,517.7988,607.97,0.0,Individual,0.0,0.0,398394.0,63400.0
25900,13.49,878.8,C,,RENT,54000.0,29.96,0.0,0.0,,5.0,1.0,8276,72.0,18.0,20131.78,20131.78,15306.26,4737.64,87.88,0.0,0.0,878.8,0.0,Individual,0.0,0.0,35921.0,11500.0
17000,11.99,378.07,C,10+ years,RENT,45000.0,16.77,0.0,1.0,38.0,7.0,0.0,13268,67.7,20.0,10639.53,10639.53,5615.64,3446.72,0.0,1577.17,283.8906,378.07,0.0,Individual,0.0,0.0,19476.0,19600.0
40000,13.06,911.36,C,6 years,RENT,70863.0,0.42,0.0,2.0,,6.0,0.0,25,0.1,12.0,7261.86,7261.86,3956.48,3305.38,0.0,0.0,0.0,911.36,0.0,Individual,0.0,0.0,25.0,44100.0
24000,21.45,655.38,D,4 years,RENT,100000.0,23.5,0.0,2.0,,23.0,3.0,23886,31.7,37.0,11227.26,11227.26,4451.2,6776.06,0.0,0.0,0.0,655.38,0.0,Individual,0.0,0.0,57853.0,75300.0
32000,10.56,1040.99,B,,MORTGAGE,56400.0,11.55,0.0,0.0,24.0,8.0,0.0,790,1.7,28.0,7268.16,7268.16,5458.14,1810.02,0.0,0.0,0.0,1040.99,0.0,Individual,0.0,0.0,228127.0,45400.0
1000,11.98,33.21,B,,RENT,9060.0,14.72,0.0,1.0,83.0,3.0,0.0,983,49.1,5.0,283.02,283.02,191.97,76.05,15.0,0.0,0.0,66.42,0.0,Individual,0.0,0.0,983.0,2000.0
33000,14.31,773.17,C,10+ years,MORTGAGE,180000.0,25.27,0.0,3.0,45.0,22.0,0.0,24689,34.3,54.0,35265.92,35265.92,33000.0,2265.92,0.0,0.0,0.0,32199.48,0.0,Individual,0.0,301.0,938422.0,72000.0
13000,10.42,422.05,B,10+ years,RENT,109600.0,22.36,0.0,1.0,,16.0,0.0,24840,46.1,25.0,6745.27,6745.27,5282.25,1463.02,0.0,0.0,0.0,422.05,0.0,Individual,0.0,0.0,231748.0,53900.0
14400,13.59,332.01,C,2 years,RENT,72000.0,21.64,1.0,0.0,12.0,8.0,0.0,14076,57.7,15.0,5317.89,5317.89,2930.2,2371.09,16.6,0.0,0.0,332.01,0.0,Individual,0.0,0.0,36166.0,24400.0
33000,24.99,968.41,F,10+ years,RENT,75000.0,27.94,0.0,1.0,,12.0,0.0,43131,83.6,20.0,34771.13,34586.74,14854.3,19916.83,0.0,0.0,0.0,968.41,0.0,Individual,0.0,0.0,73279.0,51600.0
28150,18.2,717.9,E,10+ years,RENT,64000.0,30.45,0.0,1.0,,13.0,0.0,23989,69.9,14.0,25069.57,25069.57,13305.8,11763.77,0.0,0.0,0.0,717.9,0.0,Individual,0.0,0.0,31090.0,34300.0
24000,15.61,578.68,C,10+ years,MORTGAGE,68000.0,10.66,0.0,0.0,49.0,12.0,0.0,15189,30.1,29.0,30517.160060000002,30453.58,24000.0,6517.16,0.0,0.0,0.0,17207.52,1.0,Individual,0.0,116.0,219380.0,50500.0
20000,23.88,573.97,E,10+ years,RENT,85404.0,13.63,2.0,0.0,13.0,11.0,0.0,1989,21.4,32.0,3991.26,3991.26,1307.82,2683.44,0.0,0.0,0.0,573.97,0.0,Individual,0.0,0.0,137858.0,9300.0
20000,25.81,596.57,E,10+ years,MORTGAGE,82134.47,31.37,0.0,0.0,58.0,20.0,0.0,6672,25.8,62.0,3668.49,3668.49,1138.47,2530.02,0.0,0.0,0.0,596.57,0.0,Individual,0.0,3658.0,247713.0,25900.0
15000,11.67,495.86,B,9 years,MORTGAGE,51000.0,34.71,0.0,0.0,80.0,15.0,0.0,13540,39.6,35.0,17001.07,17001.07,14999.99,2001.08,0.0,0.0,0.0,371.45,0.0,Individual,0.0,780.0,40547.0,34200.0
8500,11.53,280.42,B,10+ years,MORTGAGE,80000.0,13.53,0.0,2.0,,12.0,1.0,7199,49.6,27.0,9238.061036,9238.06,8500.0,738.06,0.0,0.0,0.0,145.43,0.0,Individual,0.0,0.0,174631.0,14500.0
1500,9.44,48.01,B,10+ years,MORTGAGE,64697.0,23.24,0.0,0.0,55.0,8.0,0.0,12480,68.2,23.0,670.96,670.96,533.7,137.26,0.0,0.0,0.0,48.01,0.0,Individual,0.0,1320.0,69526.0,18300.0
7150,18.25,259.39,E,3 years,RENT,24960.0,36.06,0.0,0.0,,9.0,0.0,9477,69.7,11.0,4661.77,4661.77,3092.38,1569.39,0.0,0.0,0.0,259.39,0.0,Individual,0.0,0.0,23637.0,13600.0
2750,12.79,92.39,C,10+ years,MORTGAGE,43000.0,22.02,0.0,1.0,,11.0,0.0,22274,73.0,25.0,2592.49,2592.49,2045.13,539.84,7.52,0.0,0.0,7.52,0.0,Individual,0.0,200.0,239181.0,30500.0
12800,12.99,431.23,C,10+ years,OWN,95000.0,37.92,0.0,0.0,,21.0,0.0,49696,85.8,44.0,2599.7,2599.7,1800.93,777.21,21.56,0.0,0.0,884.02,0.0,Individual,0.0,0.0,115881.0,57900.0
18175,14.31,623.92,C,,RENT,74691.0,24.15,1.0,1.0,2.0,8.0,0.0,3843,80.1,41.0,20601.7,20601.7,14582.95,4105.75,0.0,1913.0,344.34,623.92,0.0,Individual,1.0,0.0,35898.0,4800.0
25000,10.42,536.36,B,4 years,MORTGAGE,90000.0,20.03,0.0,0.0,,17.0,0.0,26839,45.0,36.0,7581.41,7581.41,4731.14,2850.27,0.0,0.0,0.0,536.36,0.0,Individual,0.0,1590.0,273808.0,59700.0
35000,23.4,994.73,E,8 years,MORTGAGE,130000.0,8.94,2.0,1.0,9.0,7.0,0.0,7886,90.6,27.0,37850.2,37850.2,16078.99,19731.29,0.0,2039.92,367.1856,994.73,0.0,Individual,0.0,0.0,156815.0,8700.0
4800,17.57,172.5,D,4 years,RENT,35700.0,30.99,0.0,0.0,,8.0,0.0,3421,83.4,11.0,2715.01,2715.01,352.23,337.78,0.0,2025.0,364.5,172.51,0.0,Individual,0.0,0.0,25693.0,4100.0
10000,11.67,330.57,B,6 years,RENT,45000.0,12.43,2.0,0.0,15.0,7.0,0.0,2519,35.0,20.0,7033.5,7033.5,4843.32,1437.51,0.0,752.67,135.4806,330.57,0.0,Individual,0.0,0.0,10635.0,7200.0
10075,18.99,261.3,D,2 years,RENT,32000.0,26.52,0.0,1.0,,10.0,0.0,10794,94.7,10.0,4984.35,4984.35,2233.48,2735.87,15.0,0.0,0.0,537.6,0.0,Individual,0.0,0.0,43277.0,11400.0
35000,23.88,1370.95,E,< 1 year,OWN,60000.0,14.9,1.0,1.0,5.0,12.0,0.0,12086,79.5,23.0,24584.23,24584.23,14370.62,10213.61,0.0,0.0,0.0,1370.95,0.0,Joint App,0.0,0.0,530991.0,15200.0
26500,10.99,576.05,B,10+ years,MORTGAGE,131000.0,9.39,0.0,0.0,,9.0,0.0,23351,77.1,16.0,31384.495319999998,31384.5,26500.0,4884.5,0.0,0.0,0.0,18727.58,0.0,Individual,0.0,0.0,44451.0,30300.0
24000,13.56,552.98,C,10+ years,RENT,77000.0,27.15,0.0,0.0,,11.0,0.0,17982,42.2,30.0,534.9,534.9,281.78,253.12,0.0,0.0,0.0,552.98,0.0,Individual,0.0,0.0,82161.0,42600.0
10000,23.99,392.28,F,6 years,RENT,58562.0,25.37,4.0,3.0,16.0,11.0,0.0,5934,78.1,56.0,3311.52,3311.52,1001.05,947.02,0.0,1363.45,245.421,392.28,0.0,Individual,0.0,0.0,137664.0,7600.0
8000,22.35,306.98,D,7 years,RENT,72500.0,21.29,0.0,0.0,47.0,18.0,0.0,29494,71.6,45.0,8213.57,8213.57,8000.0,213.57,0.0,0.0,0.0,8223.5,0.0,Individual,0.0,0.0,73535.0,41200.0
14000,20.99,378.67,E,10+ years,MORTGAGE,85000.0,34.17,0.0,0.0,,24.0,0.0,81491,90.0,57.0,16021.38,15906.94,8184.12,7780.47,56.79,0.0,0.0,776.27,0.0,Individual,0.0,0.0,236953.0,90200.0
13950,23.99,401.24,E,5 years,RENT,40000.0,14.43,0.0,0.0,,7.0,0.0,6176,62.4,10.0,1932.47,1932.47,122.36,241.7,0.0,1568.41,282.3138,401.24,0.0,Individual,0.0,0.0,13434.0,9900.0
10000,7.74,312.19,A,10+ years,MORTGAGE,80000.0,1.14,0.0,0.0,,11.0,0.0,3477,7.3,32.0,11163.7523,11052.11,10000.0,1163.75,0.0,0.0,0.0,614.09,0.0,Individual,0.0,,,
12000,19.52,314.74,D,10+ years,RENT,35000.0,30.52,0.0,0.0,,9.0,0.0,18661,81.1,20.0,14905.87,14905.87,6439.64,6038.73,15.74,2411.76,434.1168,219.25,0.0,Individual,0.0,0.0,37418.0,23000.0
11100,8.18,348.76,B,7 years,MORTGAGE,52000.0,24.92,0.0,0.0,,9.0,1.0,7639,68.2,15.0,12497.0676,12497.07,11100.0,1397.07,0.0,0.0,0.0,2732.81,0.0,Individual,0.0,0.0,34547.0,11200.0
20000,6.24,610.62,A,5 years,MORTGAGE,65000.0,17.02,0.0,0.0,,7.0,0.0,6253,61.9,10.0,21903.63404,21903.63,20000.0,1903.63,0.0,0.0,0.0,4813.2,0.0,Individual,0.0,0.0,216456.0,10100.0
9400,15.99,330.43,D,10+ years,RENT,25000.0,17.48,0.0,0.0,42.0,9.0,0.0,6055,59.4,35.0,9916.7,9916.7,7502.76,2413.94,0.0,0.0,0.0,330.43,0.0,Individual,0.0,3425.0,78535.0,10200.0
1600,14.08,54.75,C,10+ years,RENT,46800.0,34.28,0.0,0.0,,11.0,1.0,15987,85.5,21.0,984.25,984.25,716.39,267.86,0.0,0.0,0.0,54.75,0.0,Individual,0.0,0.0,46944.0,18700.0
30000,12.74,678.61,C,8 years,MORTGAGE,85000.0,32.3,0.0,0.0,62.0,12.0,0.0,15557,58.3,30.0,17622.83,17622.83,10693.83,6929.0,0.0,0.0,0.0,678.61,0.0,Joint App,0.0,0.0,495677.0,26700.0
24000,11.99,797.03,C,10+ years,MORTGAGE,78400.0,14.88,0.0,0.0,,10.0,0.0,29681,74.6,25.0,28677.038819999998,28677.04,24000.0,4677.04,0.0,0.0,0.0,796.98,0.0,Individual,0.0,0.0,148899.0,39800.0
20000,7.59,622.96,A,10+ years,MORTGAGE,122000.0,9.08,0.0,0.0,,15.0,0.0,22072,31.0,45.0,21953.02333,21953.02,20000.0,1953.02,0.0,0.0,0.0,9510.69,0.0,Individual,0.0,274.0,249719.0,71200.0
14175,17.99,512.39,D,9 years,MORTGAGE,52000.0,6.92,0.0,0.0,24.0,13.0,0.0,2438,46.0,16.0,9802.28,9802.28,5368.99,2860.29,0.0,1573.0,283.14,512.39,0.0,Individual,0.0,0.0,159921.0,5300.0
6000,8.18,188.52,B,10+ years,OWN,33000.0,13.64,0.0,0.0,,7.0,0.0,2453,41.6,15.0,6782.329637999999,6782.33,6000.0,782.33,0.0,0.0,0.0,1297.53,0.0,Individual,0.0,0.0,10079.0,5900.0
20000,7.99,405.44,A,7 years,MORTGAGE,800000.0,3.45,2.0,0.0,9.0,8.0,0.0,26066,48.5,24.0,10156.85,10156.85,7379.52,2757.06,20.27,0.0,0.0,425.71,0.0,Individual,0.0,0.0,1088726.0,53700.0
7000,14.65,241.46,C,4 years,RENT,40000.0,18.33,1.0,0.0,6.0,10.0,0.0,1754,15.4,13.0,1673.34,1673.34,313.91,157.62,0.0,1201.81,216.3258,241.46,0.0,Individual,0.0,0.0,15686.0,11400.0
2700,16.29,95.32,D,1 year,RENT,37000.0,13.79,0.0,0.0,,3.0,0.0,3950,79.0,5.0,3427.9883189999996,3427.99,2700.0,727.99,0.0,0.0,0.0,189.55,0.0,Individual,0.0,0.0,18609.0,5000.0
14000,22.2,388.26,E,6 years,MORTGAGE,65000.0,29.08,1.0,2.0,21.0,11.0,0.0,8606,81.2,24.0,7914.27,7914.27,2378.34,3833.76,0.0,1702.17,306.3798,388.26,0.0,Individual,0.0,0.0,182312.0,10600.0
25000,13.59,576.41,C,9 years,RENT,80000.0,25.08,0.0,0.0,,12.0,0.0,28796,56.6,19.0,7489.16,7489.16,4082.85,3406.31,0.0,0.0,0.0,576.41,0.0,Individual,0.0,0.0,56117.0,50900.0
8000,14.49,275.33,C,7 years,MORTGAGE,72000.0,13.97,1.0,0.0,7.0,9.0,0.0,2906,27.7,22.0,8001.69,8001.69,6155.53,1816.16,30.0,0.0,0.0,290.33,0.0,Individual,0.0,0.0,34267.0,10500.0
10275,15.05,356.44,C,10+ years,MORTGAGE,53000.0,36.48,0.0,0.0,,9.0,0.0,27187,95.4,15.0,6042.3,6042.3,4281.34,1760.96,0.0,0.0,0.0,356.44,0.0,Joint App,0.0,0.0,172605.0,28500.0
21325,16.99,760.19,D,5 years,MORTGAGE,100000.0,16.01,0.0,1.0,,16.0,2.0,10444,53.3,24.0,20505.0,20432.88,14943.58,5561.42,0.0,0.0,0.0,760.19,0.0,Individual,0.0,0.0,59374.0,19600.0
15000,13.98,348.87,C,< 1 year,MORTGAGE,44000.0,13.88,0.0,1.0,,10.0,0.0,6613,56.0,20.0,10194.65,10194.65,5019.36,3701.98,0.0,1473.31,265.122,348.87,0.0,Individual,0.0,0.0,103482.0,11720.0
20000,19.99,529.77,D,8 years,MORTGAGE,80000.0,37.71,0.0,1.0,50.0,21.0,0.0,18744,40.4,41.0,16400.66,16400.66,7890.87,8509.79,0.0,0.0,0.0,529.77,0.0,Individual,0.0,50.0,285277.0,46400.0
30000,16.02,729.87,C,10+ years,RENT,77000.0,28.29,0.0,0.0,,7.0,1.0,827,17.2,11.0,10342.65,10342.65,5033.49,5309.16,0.0,0.0,0.0,729.87,0.0,Individual,0.0,1248.0,57964.0,4800.0
2400,16.29,84.73,D,1 year,RENT,39141.0,14.04,0.0,1.0,,3.0,0.0,2449,40.8,4.0,2800.738411,2800.74,2400.0,400.74,0.0,0.0,0.0,1031.96,0.0,Individual,0.0,234.0,14415.0,6000.0
24000,14.46,564.18,C,9 years,RENT,55000.0,7.81,0.0,0.0,,3.0,0.0,13841,98.9,10.0,29873.965460000003,29873.97,24000.0,5873.97,0.0,0.0,0.0,17406.94,0.0,Individual,0.0,0.0,13841.0,14000.0
7275,21.99,277.8,F,4 years,RENT,39900.0,18.47,0.0,1.0,,7.0,0.0,5240,95.4,10.0,7940.18,7940.18,4087.42,2279.76,0.0,1573.0,283.14,277.8,0.0,Individual,0.0,0.0,40155.0,5200.0
25000,26.3,752.96,E,9 years,MORTGAGE,30000.0,49.28,0.0,1.0,,17.0,1.0,12450,35.3,25.0,10504.91,10504.91,3317.66,7187.25,0.0,0.0,0.0,752.96,1.0,Joint App,0.0,379.0,213391.0,35300.0
9650,14.65,332.87,C,3 years,RENT,40000.0,28.89,0.0,0.0,,11.0,1.0,18207,53.7,17.0,3312.99,3312.99,2272.67,1040.32,0.0,0.0,0.0,332.87,0.0,Individual,0.0,0.0,29083.0,33900.0
10000,10.42,324.65,B,4 years,RENT,90000.0,17.25,0.0,0.0,51.0,10.0,0.0,7745,50.6,18.0,5832.12,5832.12,4598.81,1233.31,0.0,0.0,0.0,649.3,0.0,Individual,0.0,0.0,94818.0,15300.0
11025,16.99,393.02,D,4 years,RENT,40000.0,25.77,1.0,0.0,23.0,7.0,0.0,1738,32.8,10.0,13695.510069999998,13695.51,11025.0,2670.51,0.0,0.0,0.0,5100.88,0.0,Individual,0.0,0.0,19141.0,5300.0
24000,11.39,790.17,B,2 years,MORTGAGE,157000.0,24.98,0.0,3.0,50.0,23.0,0.0,30471,12.9,35.0,15936.98,15936.98,12321.75,3615.23,0.0,0.0,0.0,110.85,0.0,Individual,0.0,610.0,405334.0,192700.0
14000,21.49,382.62,D,10+ years,RENT,55000.0,24.57,0.0,0.0,24.0,6.0,0.0,13079,80.7,15.0,3780.5,3780.5,683.57,1212.82,19.13,1864.98,335.6964,401.75,0.0,Individual,0.0,0.0,29717.0,16200.0
25000,11.44,549.07,B,10+ years,OWN,140000.0,13.0,0.0,1.0,30.0,10.0,0.0,12798,78.0,19.0,14259.93,14259.93,9101.36,5158.57,0.0,0.0,0.0,549.07,0.0,Individual,0.0,100.0,489543.0,16400.0
12000,16.55,295.34,D,10+ years,RENT,80000.0,8.31,0.0,0.0,55.0,6.0,3.0,17124,77.8,17.0,10905.51,10905.51,6212.52,4692.99,0.0,0.0,0.0,295.34,0.0,Individual,0.0,0.0,19001.0,22000.0
13500,6.49,413.71,A,3 years,MORTGAGE,111000.0,20.75,0.0,0.0,,17.0,0.0,44934,69.6,28.0,14067.32,14067.32,12677.82,1389.5,0.0,0.0,0.0,413.71,0.0,Individual,0.0,0.0,361274.0,64600.0
10000,13.67,340.18,C,1 year,OWN,80000.0,30.2,0.0,0.0,,18.0,0.0,45450,86.2,40.0,10197.81,10197.81,8036.89,2160.92,0.0,0.0,0.0,340.18,0.0,Individual,0.0,0.0,224229.0,52700.0
35000,17.57,1257.8,D,10+ years,MORTGAGE,135000.0,7.12,1.0,1.0,14.0,7.0,0.0,20757,92.3,12.0,11806.43,11806.43,5452.24,3318.2,0.0,3035.99,546.4782,1257.8,0.0,Individual,0.0,0.0,185775.0,22500.0
3000,6.72,92.25,A,,MORTGAGE,16416.0,24.42,0.0,0.0,80.0,6.0,0.0,0,0.0,14.0,1246.21,1246.21,1091.11,155.1,0.0,0.0,0.0,92.25,0.0,Individual,0.0,0.0,13044.0,20700.0
5000,12.74,167.85,C,10+ years,RENT,42000.0,19.11,0.0,2.0,37.0,12.0,0.0,7036,55.0,22.0,3440.92,3440.92,2541.74,899.18,0.0,0.0,0.0,26.1,0.0,Individual,0.0,0.0,20766.0,12800.0
10000,18.99,366.51,D,8 years,RENT,35000.0,31.69,0.0,0.0,49.0,13.0,1.0,9551,43.0,31.0,2910.98,2910.98,1761.34,1149.64,0.0,0.0,0.0,366.51,0.0,Individual,0.0,0.0,18669.0,22200.0
23525,13.33,796.4,C,5 years,MORTGAGE,70000.0,21.25,0.0,0.0,70.0,20.0,0.0,22905,47.7,33.0,24562.77,24562.77,23525.0,1037.77,0.0,0.0,0.0,22208.41,0.0,Individual,0.0,104.0,313997.0,48000.0
16200,13.99,553.6,C,2 years,RENT,51193.0,30.26,0.0,2.0,,12.0,0.0,11715,41.0,30.0,17618.931969999998,17618.93,16200.0,1418.93,0.0,0.0,0.0,13775.21,0.0,Individual,0.0,0.0,185401.0,28250.0
30000,24.33,868.8,G,6 years,RENT,135000.0,11.24,1.0,0.0,15.0,12.0,0.0,41592,95.8,31.0,35862.46,35862.46,14691.1,18290.74,0.0,2880.62,518.5116,868.8,0.0,Individual,0.0,,,
11500,30.17,373.27,F,,RENT,40100.0,12.75,0.0,0.0,,6.0,0.0,7510,69.5,7.0,12095.70071,12095.7,11500.0,595.7,0.0,0.0,0.0,12134.25,0.0,Individual,0.0,0.0,12443.0,10800.0
6800,18.06,246.05,D,10+ years,RENT,50000.0,17.04,1.0,2.0,21.0,5.0,0.0,4553,71.1,8.0,4350.75,4350.75,2929.57,1421.18,0.0,0.0,0.0,246.05,0.0,Individual,0.0,0.0,20761.0,6400.0
34000,20.75,915.04,E,6 years,MORTGAGE,133900.0,25.0,0.0,3.0,,15.0,0.0,19044,69.8,24.0,22880.84,22880.84,8196.2,11152.29,45.75,3486.6,627.5880000000001,50.0,0.0,Individual,0.0,0.0,153265.0,27300.0
18500,5.32,557.13,A,5 years,MORTGAGE,116000.0,13.88,0.0,0.0,67.0,15.0,0.0,8132,33.9,36.0,19702.3297,19702.33,18500.0,1202.33,0.0,0.0,0.0,9676.73,0.0,Individual,0.0,0.0,246702.0,24000.0
35000,8.18,1099.69,B,10+ years,MORTGAGE,200000.0,22.05,1.0,0.0,9.0,24.0,0.0,86775,55.9,39.0,39594.06936,39594.07,35000.0,4594.07,0.0,0.0,0.0,1099.35,0.0,Individual,0.0,0.0,517821.0,124900.0
14000,19.24,365.02,E,10+ years,RENT,69500.0,26.06,0.0,2.0,,21.0,0.0,14693,32.8,47.0,14709.67,14709.67,14000.0,709.67,0.0,0.0,0.0,13994.59,0.0,Individual,0.0,0.0,80642.0,44800.0
9100,18.25,330.13,D,7 years,RENT,51000.0,19.36,0.0,2.0,,10.0,0.0,6600,85.7,12.0,9505.62,9505.62,6630.95,2612.69,0.0,261.98,47.1564,330.13,0.0,Individual,0.0,0.0,20269.0,7700.0
8800,10.99,288.06,B,10+ years,MORTGAGE,56000.0,8.66,1.0,0.0,20.0,14.0,0.0,7996,40.4,42.0,10344.55862,10344.56,8800.0,1544.56,0.0,0.0,0.0,1414.7,0.0,Individual,0.0,0.0,139650.0,19800.0
10950,28.69,345.51,F,,OWN,27388.92,25.1,0.0,0.0,,12.0,0.0,13748,79.0,13.0,7566.31,7566.31,2386.87,5179.44,0.0,0.0,0.0,345.51,0.0,Individual,0.0,0.0,14140.0,17400.0
12000,23.99,470.74,E,10+ years,MORTGAGE,60000.0,30.8,0.0,0.0,30.0,20.0,0.0,29427,72.3,41.0,8025.48,8025.48,4617.39,3408.09,0.0,0.0,0.0,470.74,0.0,Individual,0.0,0.0,137868.0,40700.0
21000,10.99,456.49,B,5 years,MORTGAGE,108500.0,9.41,0.0,0.0,,6.0,0.0,39015,96.8,23.0,18726.09,18726.09,13069.36,5633.91,22.82,0.0,0.0,456.49,0.0,Individual,0.0,0.0,167236.0,40300.0
15000,12.99,341.22,C,10+ years,MORTGAGE,74000.0,19.49,0.0,2.0,65.0,9.0,0.0,6015,97.0,23.0,6165.77,6165.77,3533.23,2527.54,0.0,105.0,18.9,341.22,0.0,Individual,0.0,0.0,310958.0,6200.0
24000,22.39,668.19,E,4 years,RENT,84000.0,22.66,0.0,0.0,,16.0,1.0,6747,22.5,35.0,8188.43,8188.43,2933.69,5054.74,0.0,200.0,36.0,668.19,0.0,Individual,0.0,0.0,50995.0,30000.0
20000,12.13,665.53,B,3 years,RENT,140000.0,18.74,0.0,2.0,35.0,10.0,0.0,7135,38.9,15.0,4648.69,4648.69,3147.89,1467.52,33.28,0.0,0.0,665.53,0.0,Individual,0.0,0.0,31194.0,18600.0
