loan_amnt,int_rate,installment,grade,emp_length,home_ownership,annual_inc,loan_status,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim
30000,12.99,1010.68,B,10+ years,OWN,110000.0,Fully Paid,9.97,0.0,0.0,,11.0,0.0,31852,79.0,22.0,36416.77502,36416.78,30000.0,6416.78,0.0,0.0,0.0,3009.08,0.0,Individual,0.0,0.0,153145.0,40300.0
6000,23.4,233.52,E,10+ years,RENT,90000.0,Fully Paid,20.7,0.0,2.0,,7.0,0.0,9462,89.3,13.0,8406.260108,8406.26,6000.0,2406.26,0.0,0.0,0.0,233.06,0.0,Individual,0.0,0.0,16462.0,10600.0
4000,11.53,131.97,B,4 years,RENT,84000.0,Fully Paid,20.86,0.0,0.0,63.0,14.0,2.0,14160,48.8,25.0,4411.06,4411.06,4000.0,411.06,0.0,0.0,0.0,2964.51,0.0,Individual,0.0,5090.0,46030.0,29000.0
15450,17.57,388.73,D,10+ years,MORTGAGE,68600.0,Fully Paid,8.29,0.0,0.0,,8.0,1.0,4378,22.8,31.0,15862.42,15759.75,15450.0,412.42,0.0,0.0,0.0,15877.5,0.0,Individual,0.0,0.0,22032.0,19200.0
17000,8.24,534.61,B,5 years,RENT,75000.0,Fully Paid,6.56,1.0,0.0,4.0,17.0,0.0,13540,17.3,27.0,18358.20399,18358.2,17000.0,1358.2,0.0,0.0,0.0,6423.83,0.0,Individual,0.0,0.0,13540.0,78300.0
35000,16.99,1247.68,D,1 year,RENT,192000.0,Fully Paid,18.08,0.0,0.0,,23.0,0.0,53545,77.8,42.0,43991.0667,43991.07,35000.0,8991.07,0.0,0.0,0.0,12865.14,0.0,Individual,0.0,0.0,151357.0,68800.0
10000,13.49,339.31,C,3 years,RENT,65000.0,Fully Paid,14.92,0.0,0.0,,7.0,0.0,7876,67.7,11.0,12214.92,12214.92,10000.0,2214.92,0.0,0.0,0.0,358.25,0.0,Individual,0.0,,,
2250,16.55,79.72,D,1 year,RENT,20000.0,Fully Paid,15.37,0.0,0.0,25.0,8.0,0.0,3343,63.1,21.0,2867.648389,2867.65,2250.0,617.65,0.0,0.0,0.0,79.52,0.0,Individual,0.0,0.0,60670.0,5300.0
16000,13.33,541.65,C,,MORTGAGE,89542.0,Fully Paid,5.7,1.0,1.0,20.0,4.0,0.0,9979,67.0,15.0,19082.57663,19082.58,16000.0,3082.58,0.0,0.0,0.0,3.26,0.0,Individual,0.0,0.0,144344.0,14900.0
10000,12.35,333.82,B,6 years,RENT,46000.0,Charged Off,5.61,0.0,0.0,72.0,7.0,0.0,6414,39.3,9.0,8345.5,8345.5,6540.14,1802.91,0.0,2.45,0.0,333.82,0.0,Individual,0.0,0.0,6414.0,16300.0
7000,7.34,217.23,A,10+ years,RENT,55000.0,Fully Paid,11.83,0.0,1.0,,12.0,0.0,6885,14.8,16.0,7179.6682439999995,7179.67,7000.0,179.67,0.0,0.0,0.0,6533.69,0.0,Individual,0.0,0.0,385678.0,46500.0
7225,8.99,229.72,B,10+ years,MORTGAGE,55000.0,Charged Off,21.56,0.0,2.0,43.0,12.0,1.0,2702,17.2,24.0,5050.23,5050.23,4182.65,867.58,0.0,0.0,0.0,229.72,0.0,Individual,0.0,0.0,278799.0,15700.0
7000,13.99,239.21,C,< 1 year,MORTGAGE,120000.0,Fully Paid,23.43,0.0,0.0,,16.0,0.0,47781,85.6,47.0,8261.27407,8261.27,7000.0,1261.27,0.0,0.0,0.0,3947.33,0.0,Individual,0.0,0.0,462059.0,55800.0
18000,8.9,372.78,A,7 years,MORTGAGE,82000.0,Fully Paid,20.02,0.0,1.0,33.0,9.0,0.0,14935,26.9,28.0,22088.6732,21965.96,18000.0,4088.67,0.0,0.0,0.0,5313.57,0.0,Individual,0.0,0.0,405504.0,55600.0
7000,11.44,230.64,B,6 years,RENT,55000.0,Fully Paid,21.91,0.0,2.0,,7.0,0.0,9395,63.5,14.0,8221.62725,8221.63,7000.0,1221.63,0.0,0.0,0.0,2003.25,0.0,Individual,0.0,0.0,20428.0,14800.0
7200,11.53,237.53,B,8 years,OWN,51000.0,Fully Paid,24.05,0.0,0.0,,11.0,0.0,6029,56.9,15.0,8039.34,8039.34,7200.0,839.34,0.0,0.0,0.0,4960.67,0.0,Individual,0.0,0.0,198371.0,10600.0
24000,13.99,820.15,C,10+ years,MORTGAGE,80000.0,Fully Paid,8.46,0.0,2.0,31.0,6.0,0.0,4701,42.7,12.0,29366.69532,29366.7,24000.0,5366.7,0.0,0.0,0.0,5591.74,0.0,Individual,0.0,234.0,55879.0,11000.0
35000,18.94,1281.9,D,10+ years,MORTGAGE,87000.0,Late (16-30 days),34.15,0.0,0.0,,18.0,0.0,72321,54.0,63.0,5238.09,5238.09,2974.73,2263.36,0.0,0.0,0.0,1281.9,0.0,Individual,0.0,0.0,243960.0,109471.0
3275,17.99,118.39,D,10+ years,OWN,37890.0,Late (31-120 days),34.53,0.0,1.0,52.0,16.0,0.0,7780,27.3,27.0,2962.61,2962.61,2082.92,879.69,0.0,0.0,0.0,118.39,0.0,Individual,0.0,0.0,230747.0,28500.0
10000,12.74,335.69,C,10+ years,OWN,72000.0,Charged Off,29.85,0.0,0.0,67.0,21.0,2.0,16265,44.6,38.0,5149.74,5149.74,3103.05,1089.87,0.0,956.82,172.2276,350.0,0.0,Individual,0.0,0.0,206453.0,36500.0
8000,16.02,281.34,C,< 1 year,RENT,51000.0,In Grace Period,24.94,0.0,1.0,,16.0,0.0,9354,67.8,20.0,5087.0,5087.0,3519.29,1537.71,30.0,0.0,0.0,296.34,0.0,Individual,0.0,0.0,54425.0,13800.0
10000,6.68,307.31,A,3 years,MORTGAGE,95000.0,Fully Paid,23.71,0.0,1.0,,12.0,0.0,42441,55.8,21.0,11059.44932,11059.45,10000.0,1059.45,0.0,0.0,0.0,307.31,0.0,Individual,0.0,0.0,590340.0,76100.0
20000,13.99,683.46,C,< 1 year,RENT,85000.0,Charged Off,4.79,0.0,0.0,,4.0,1.0,16976,60.4,7.0,9510.59,9510.59,5252.31,2250.61,0.0,2007.67,361.3806,707.18,0.0,Individual,0.0,0.0,16976.0,28100.0
8400,9.93,270.77,B,,RENT,26714.0,Charged Off,26.46,0.0,0.0,,3.0,1.0,0,0.0,5.0,1370.08,1370.08,1023.1,346.98,0.0,0.0,0.0,270.77,0.0,Individual,0.0,0.0,37076.0,14000.0
15000,8.39,472.75,A,3 years,MORTGAGE,58000.0,Charged Off,19.12,0.0,0.0,,12.0,1.0,16861,57.4,33.0,7658.75,7607.69,4673.41,1448.7,23.64,1513.0,272.34,472.75,0.0,Individual,0.0,0.0,158445.0,30900.0
35000,23.43,995.34,F,4 years,RENT,100000.0,Charged Off,35.6,0.0,0.0,,15.0,0.0,55594,70.1,45.0,13086.12,13086.12,2340.91,4651.47,0.0,6093.74,1096.8732,1020.34,0.0,Individual,0.0,0.0,100764.0,79300.0
25750,10.15,549.02,B,2 years,MORTGAGE,112100.0,Fully Paid,8.15,0.0,0.0,,8.0,0.0,16509,76.1,23.0,27058.27,27058.27,25750.0,1308.27,0.0,0.0,0.0,24349.47,0.0,Individual,0.0,0.0,406640.0,27700.0
10000,16.99,356.48,D,10+ years,OWN,58000.0,Fully Paid,15.0,1.0,2.0,11.0,10.0,0.0,3715,41.7,29.0,12056.51798,12056.52,10000.0,2056.52,0.0,0.0,0.0,5996.37,0.0,Individual,0.0,0.0,85951.0,8900.0
4500,13.49,152.69,C,8 years,MORTGAGE,54000.0,Fully Paid,15.33,0.0,3.0,,15.0,0.0,4668,21.5,22.0,4687.257653000001,4687.26,4500.0,187.26,0.0,0.0,0.0,4388.62,0.0,Individual,0.0,0.0,126099.0,21700.0
20000,13.99,683.46,C,< 1 year,MORTGAGE,120000.0,Late (31-120 days),14.73,2.0,0.0,13.0,14.0,0.0,12958,64.1,33.0,14714.59,14714.59,10641.17,4039.25,34.17,0.0,0.0,109.11,1.0,Individual,0.0,155.0,487695.0,20200.0
8125,21.0,306.11,E,4 years,RENT,60000.0,Charged Off,8.76,0.0,2.0,28.0,4.0,0.0,173,6.2,8.0,2244.76,2244.76,1026.37,808.13,0.0,410.26,3.9,306.11,0.0,Individual,0.0,,,
13000,16.29,318.15,D,10+ years,OWN,87000.0,Fully Paid,2.73,0.0,0.0,,5.0,2.0,1574,22.8,27.0,15634.47,15634.47,13000.0,2634.47,0.0,0.0,0.0,10862.22,0.0,Individual,0.0,0.0,7635.0,6900.0
17000,8.08,533.35,A,10+ years,MORTGAGE,175000.0,Fully Paid,10.03,2.0,0.0,16.0,10.0,0.0,13944,69.7,20.0,17854.73116,17854.73,17000.0,854.73,0.0,0.0,0.0,14117.46,0.0,Individual,0.0,0.0,410796.0,20000.0
6000,13.49,203.59,C,10+ years,MORTGAGE,83000.0,Fully Paid,8.6,1.0,0.0,15.0,5.0,1.0,7374,86.8,12.0,6588.183491,6588.18,6000.0,588.18,0.0,0.0,0.0,4955.57,0.0,Individual,0.0,0.0,250718.0,8500.0
15000,6.03,456.54,A,3 years,MORTGAGE,97936.0,Fully Paid,4.55,0.0,0.0,,7.0,0.0,14533,24.1,18.0,16381.870009999999,16381.87,15000.0,1381.87,0.0,0.0,0.0,3598.75,0.0,Individual,0.0,0.0,206592.0,60300.0
15000,7.07,463.64,A,10+ years,OWN,70000.0,Fully Paid,26.26,0.0,1.0,,15.0,0.0,14523,21.3,30.0,15982.3457,15982.35,15000.0,982.35,0.0,0.0,0.0,10430.45,0.0,Individual,0.0,0.0,165825.0,68100.0
5000,10.99,163.67,B,,MORTGAGE,36000.0,Fully Paid,32.2,0.0,0.0,70.0,9.0,1.0,38968,15.9,27.0,5889.066116,5889.07,5000.0,889.07,0.0,0.0,0.0,163.67,0.0,Individual,0.0,0.0,124995.0,53500.0
7000,9.99,225.84,B,8 years,RENT,120000.0,Fully Paid,23.65,0.0,1.0,,5.0,0.0,12320,46.5,21.0,8122.3633549999995,8122.36,7000.0,1122.36,0.0,0.0,0.0,225.73,0.0,Individual,0.0,0.0,77472.0,26500.0
21150,10.65,688.93,B,2 years,RENT,50000.0,Fully Paid,18.94,0.0,0.0,,6.0,0.0,9496,44.6,12.0,24675.80286,24675.8,21150.0,3525.8,0.0,0.0,0.0,4711.35,0.0,Individual,0.0,,,
18000,5.31,541.99,A,10+ years,MORTGAGE,68652.0,Fully Paid,23.23,0.0,0.0,,7.0,0.0,9414,40.9,17.0,18159.499069999998,18159.5,18000.0,159.5,0.0,0.0,0.0,17622.82,0.0,Individual,0.0,0.0,161958.0,23000.0
6400,11.14,209.96,B,10+ years,OWN,30000.0,Charged Off,20.84,0.0,0.0,,6.0,0.0,6083,48.7,9.0,5373.51,5373.51,4026.07,1012.49,0.0,334.95,60.2046,209.96,0.0,Individual,0.0,0.0,19473.0,12500.0
23175,23.99,909.1,E,3 years,MORTGAGE,65000.0,Fully Paid,27.31,0.0,0.0,,18.0,0.0,34077,68.3,45.0,32332.70744,32332.71,23175.0,9157.71,0.0,0.0,0.0,7817.9,0.0,Individual,0.0,0.0,247740.0,49900.0
10000,14.64,344.9,C,10+ years,RENT,60000.0,Fully Paid,27.46,0.0,0.0,,21.0,0.0,32774,68.1,33.0,12077.29,12077.29,10000.0,2077.29,0.0,0.0,0.0,4489.49,0.0,Individual,0.0,0.0,57279.0,48100.0
15400,17.09,383.48,D,2 years,RENT,52000.0,Late (16-30 days),13.89,0.0,1.0,24.0,8.0,0.0,17928,75.6,16.0,5530.28,5530.28,2135.68,3394.6,0.0,0.0,0.0,383.48,0.0,Individual,0.0,0.0,21788.0,23700.0
10000,12.62,335.12,C,2 years,RENT,65000.0,Late (31-120 days),8.7,1.0,0.0,9.0,6.0,0.0,1373,20.2,11.0,7354.91,7354.91,5984.2,1370.71,0.0,0.0,0.0,2335.12,0.0,Individual,0.0,0.0,18352.0,6800.0
20000,12.12,665.44,B,7 years,MORTGAGE,67844.0,Fully Paid,13.97,0.0,0.0,29.0,9.0,0.0,14121,85.1,17.0,23719.62,23719.62,20000.0,3719.62,0.0,0.0,0.0,6422.07,0.0,Individual,0.0,0.0,158379.0,16600.0
30000,12.73,678.46,B,1 year,OWN,70000.0,Late (31-120 days),22.15,0.0,0.0,,14.0,1.0,10447,21.9,27.0,1992.95,1992.95,1092.13,900.82,0.0,0.0,0.0,678.46,0.0,Individual,0.0,0.0,198623.0,47700.0
18000,18.99,466.84,D,7 years,MORTGAGE,42508.0,Charged Off,28.57,0.0,1.0,,14.0,1.0,5072,25.7,33.0,5290.67,5290.67,1136.06,1827.09,23.34,2304.18,414.7524,100.0,0.0,Individual,0.0,0.0,174816.0,19700.0
12000,12.29,400.24,C,1 year,RENT,57000.0,Fully Paid,7.14,0.0,1.0,,18.0,0.0,10114,63.2,20.0,14078.797840000001,14078.8,12000.0,2078.8,0.0,0.0,0.0,5289.91,0.0,Individual,0.0,0.0,65867.0,16000.0
10000,8.59,316.1,A,1 year,RENT,50000.0,Charged Off,17.47,0.0,0.0,,12.0,0.0,5022,22.0,20.0,2519.26,2519.26,2005.85,513.41,0.0,0.0,0.0,316.1,0.0,Individual,0.0,0.0,55207.0,23080.0
6575,18.24,238.5,D,10+ years,MORTGAGE,61580.0,Charged Off,11.36,2.0,3.0,12.0,14.0,0.0,7481,43.7,31.0,8214.8,8214.8,6166.45,1989.05,0.0,59.3,10.674000000000001,240.0,0.0,Individual,0.0,196.0,147435.0,17100.0
20000,7.89,625.72,A,2 years,MORTGAGE,98396.0,Fully Paid,15.61,1.0,0.0,1.0,16.0,0.0,10572,31.4,22.0,22350.51998,22350.52,20000.0,2350.52,0.0,0.0,0.0,7285.02,0.0,Individual,1.0,0.0,391577.0,33700.0
18000,9.75,380.24,B,3 years,RENT,45000.0,Fully Paid,27.57,0.0,0.0,,7.0,0.0,21039,95.2,12.0,20493.83594,20493.84,18000.0,2493.84,0.0,0.0,0.0,13669.02,0.0,Individual,0.0,0.0,31963.0,22100.0
5000,13.49,169.66,C,< 1 year,RENT,95000.0,Fully Paid,9.39,3.0,1.0,1.0,11.0,0.0,3932,98.3,22.0,5184.49,5184.49,5000.0,184.49,0.0,0.0,0.0,3183.0,0.0,Individual,0.0,0.0,41770.0,4000.0
30000,26.31,903.73,E,< 1 year,MORTGAGE,130000.0,Late (31-120 days),37.5,2.0,0.0,4.0,12.0,0.0,78174,62.6,32.0,2623.49,2623.49,754.24,1869.25,0.0,0.0,0.0,903.73,0.0,Individual,0.0,0.0,136975.0,124800.0
11200,13.99,382.74,C,< 1 year,RENT,47000.0,Charged Off,35.71,0.0,1.0,30.0,13.0,0.0,8204,78.1,18.0,5754.96,5754.96,3227.77,1356.41,0.0,1170.78,210.7404,382.74,0.0,Individual,0.0,64.0,52165.0,10500.0
10000,9.93,322.35,B,2 years,RENT,40000.0,Charged Off,9.51,6.0,0.0,17.0,8.0,0.0,6132,61.9,20.0,3980.3,3980.3,2229.18,682.93,0.0,1068.19,192.2742,322.35,0.0,Individual,0.0,0.0,64671.0,9900.0
16000,15.61,559.44,C,2 years,RENT,75000.0,Charged Off,17.87,0.0,0.0,,7.0,0.0,17685,96.1,10.0,15409.25,15409.25,11255.61,3903.51,55.94,194.19,34.9542,559.44,0.0,Individual,0.0,0.0,47990.0,18400.0
19475,11.53,428.6,B,10+ years,MORTGAGE,65000.0,Fully Paid,25.72,0.0,2.0,,12.0,0.0,32814,35.3,27.0,22458.8458,22458.85,19475.0,2983.85,0.0,0.0,0.0,15626.2,0.0,Individual,0.0,0.0,191897.0,93000.0
14000,10.99,304.33,B,10+ years,RENT,72000.0,Fully Paid,19.95,0.0,1.0,50.0,12.0,0.0,22060,44.9,28.0,14908.22,14908.22,14000.0,908.22,0.0,0.0,0.0,13099.34,0.0,Individual,0.0,0.0,42394.0,49100.0
20000,14.08,684.33,C,3 years,OWN,85000.0,Late (31-120 days),14.54,0.0,0.0,30.0,15.0,1.0,13975,45.4,20.0,7558.92,7558.92,5246.94,2311.98,0.0,0.0,0.0,684.33,0.0,Individual,0.0,0.0,21816.0,30800.0
6000,17.14,149.57,E,8 years,MORTGAGE,30000.0,Fully Paid,6.6,0.0,0.0,29.0,5.0,0.0,5087,80.7,29.0,8973.964279,8936.57,6000.0,2973.96,0.0,0.0,0.0,149.33,0.0,Individual,0.0,,,
8000,9.17,255.04,B,3 years,RENT,35000.0,Fully Paid,17.63,0.0,0.0,,9.0,1.0,8141,76.1,14.0,9243.389882,9243.39,8000.0,1228.39,15.0,0.0,0.0,1.83,0.0,Individual,0.0,0.0,13884.0,10700.0
2500,14.65,86.24,C,,MORTGAGE,31538.0,Fully Paid,19.86,0.0,0.0,,10.0,1.0,13915,57.0,45.0,2974.22418,2974.22,2500.0,474.22,0.0,0.0,0.0,1339.73,0.0,Individual,0.0,0.0,13915.0,24400.0
25000,15.61,602.79,D,6 years,RENT,83000.0,Charged Off,19.06,2.0,0.0,16.0,15.0,0.0,16662,67.7,42.0,12178.16,12178.16,4232.46,4206.6,0.0,3739.1,336.519,602.79,0.0,Individual,0.0,440.0,107267.0,24600.0
5000,10.42,162.33,B,,RENT,30000.0,Late (31-120 days),26.76,0.0,1.0,64.0,6.0,0.0,3885,66.0,18.0,2594.39,2594.39,2031.69,562.7,0.0,0.0,0.0,162.33,0.0,Individual,0.0,75.0,7334.0,5850.0
25000,12.69,838.63,C,10+ years,RENT,103000.0,Charged Off,11.14,1.0,0.0,13.0,10.0,0.0,18532,72.7,20.0,26381.95,26381.95,18599.65,5033.12,41.93,2707.25,487.305,208.25,0.0,Individual,0.0,0.0,32934.0,25500.0
25000,16.02,879.18,C,2 years,MORTGAGE,55000.0,In Grace Period,27.08,0.0,0.0,,6.0,1.0,9782,68.4,10.0,15001.69,15001.69,10313.93,4687.76,0.0,0.0,0.0,879.18,0.0,Individual,0.0,0.0,54795.0,14300.0
10000,11.53,329.91,B,2 years,RENT,73440.0,Fully Paid,19.93,0.0,2.0,40.0,19.0,0.0,9697,43.3,25.0,11815.44711,11815.45,10000.0,1815.45,0.0,0.0,0.0,134.7,0.0,Individual,0.0,0.0,95667.0,22400.0
8400,16.55,297.61,D,1 year,RENT,41000.0,Fully Paid,25.18,0.0,0.0,,8.0,0.0,7705,81.1,9.0,10698.28111,10698.28,8400.0,2298.28,0.0,0.0,0.0,297.38,0.0,Individual,0.0,0.0,30022.0,9500.0
12000,8.99,381.55,B,6 years,MORTGAGE,92000.0,Fully Paid,17.13,0.0,0.0,,26.0,0.0,22218,27.0,38.0,13545.68737,13545.69,12000.0,1545.69,0.0,0.0,0.0,4776.03,0.0,Individual,0.0,0.0,282312.0,82300.0
13600,7.89,425.49,A,10+ years,MORTGAGE,77000.0,Fully Paid,8.65,1.0,0.0,15.0,9.0,0.0,13583,70.4,22.0,15174.67959,15174.68,13600.0,1574.68,0.0,0.0,0.0,4930.14,0.0,Individual,0.0,0.0,168729.0,19300.0
18000,7.91,563.31,A,8 years,RENT,65000.0,Fully Paid,19.49,0.0,0.0,68.0,7.0,1.0,9792,42.0,16.0,20271.51861,20271.52,18000.0,2271.52,0.0,0.0,0.0,0.27,0.0,Individual,0.0,0.0,21010.0,23300.0
10000,26.77,303.99,E,3 years,OWN,55000.0,Late (31-120 days),14.29,0.0,1.0,,5.0,0.0,1623,43.9,5.0,1816.4,1816.4,503.04,1282.96,30.4,0.0,0.0,310.99,0.0,Individual,0.0,0.0,47553.0,3700.0
8500,13.33,287.76,C,2 years,RENT,40500.0,Fully Paid,14.52,0.0,0.0,,20.0,0.0,12420,78.1,33.0,10348.07366,10348.07,8500.0,1848.07,0.0,0.0,0.0,858.28,0.0,Individual,0.0,0.0,48435.0,15900.0
2000,12.29,66.71,C,10+ years,RENT,51000.0,Fully Paid,12.05,0.0,1.0,,5.0,0.0,19039,98.6,13.0,2398.656038,2398.66,2000.0,398.66,0.0,0.0,0.0,66.54,0.0,Individual,0.0,0.0,19159.0,19300.0
22000,18.55,565.26,E,,OWN,86175.0,Fully Paid,21.36,0.0,0.0,45.0,8.0,0.0,40032,87.0,24.0,29860.99287,29860.99,22000.0,7832.73,28.26,0.0,0.0,43.57,0.0,Individual,0.0,0.0,40032.0,45780.0
3500,12.29,116.74,C,10+ years,RENT,39000.0,Fully Paid,8.15,0.0,1.0,31.0,6.0,0.0,2524,64.7,10.0,4200.053739,4200.05,3500.0,700.05,0.0,0.0,0.0,116.54,0.0,Individual,0.0,0.0,4545.0,3900.0
30000,9.99,967.88,B,3 years,OWN,138000.0,Fully Paid,16.74,1.0,1.0,11.0,15.0,0.0,40193,45.5,43.0,34841.17899,34696.01,30000.0,4841.18,0.0,0.0,0.0,14.15,1.0,Individual,0.0,241.0,110892.0,88400.0
7125,14.33,244.66,C,,MORTGAGE,30243.0,Fully Paid,15.79,1.0,0.0,23.0,7.0,0.0,8435,63.4,10.0,8800.439998,8800.44,7125.0,1675.44,0.0,0.0,0.0,726.66,0.0,Individual,0.0,0.0,20934.0,13300.0
30000,21.97,828.06,E,10+ years,MORTGAGE,260000.0,Fully Paid,18.82,0.0,0.0,,8.0,0.0,141906,98.9,13.0,42952.71078,42952.71,30000.0,12952.71,0.0,0.0,0.0,251.71,0.0,Individual,0.0,0.0,770351.0,148000.0
20000,8.18,628.39,B,5 years,RENT,85000.0,Fully Paid,27.01,0.0,0.0,,14.0,0.0,10727,34.1,19.0,22085.80522,22058.2,20000.0,2085.81,0.0,0.0,0.0,10155.49,0.0,Individual,0.0,0.0,41312.0,31500.0
24000,13.66,554.22,C,10+ years,RENT,80000.0,Charged Off,13.31,0.0,1.0,,4.0,0.0,17444,60.2,7.0,19584.39,19584.39,10775.84,6988.7,0.0,1819.85,327.573,554.22,0.0,Individual,0.0,0.0,34324.0,29000.0
10000,13.56,230.41,C,10+ years,MORTGAGE,48000.0,Fully Paid,38.98,0.0,0.0,,15.0,0.0,10852,23.9,40.0,10540.28168,10540.28,10000.0,540.28,0.0,0.0,0.0,9633.71,0.0,Individual,0.0,0.0,134501.0,51100.0
12600,12.12,419.23,B,10+ years,RENT,67000.0,Fully Paid,29.28,0.0,0.0,,14.0,0.0,17102,58.8,18.0,14834.6,14746.3,12600.0,2234.6,0.0,0.0,0.0,4775.76,0.0,Individual,0.0,0.0,56666.0,29100.0
18550,17.27,463.72,D,10+ years,MORTGAGE,62000.0,Late (31-120 days),4.59,0.0,1.0,,8.0,1.0,8198,51.6,15.0,14511.88,14511.88,7100.17,7388.52,23.19,0.0,0.0,549.8,0.0,Individual,0.0,0.0,205850.0,15900.0
11000,14.99,381.27,C,10+ years,RENT,60000.0,Charged Off,18.7,0.0,0.0,47.0,26.0,0.0,10084,30.0,39.0,6798.74,6798.74,4888.15,1910.59,0.0,0.0,0.0,381.27,0.0,Individual,0.0,0.0,36525.0,33600.0
12000,6.03,365.23,A,4 years,MORTGAGE,128000.0,Fully Paid,15.81,0.0,0.0,37.0,30.0,0.0,32910,41.7,56.0,13148.137859999999,13148.14,12000.0,1148.14,0.0,0.0,0.0,365.09,0.0,Individual,0.0,0.0,274957.0,79000.0
5000,15.61,174.83,D,1 year,RENT,45000.0,Fully Paid,15.31,1.0,2.0,16.0,8.0,0.0,5234,36.6,12.0,6294.765102,6294.77,5000.0,1294.77,0.0,0.0,0.0,180.41,1.0,Individual,0.0,0.0,25271.0,14300.0
12575,14.99,435.86,C,8 years,RENT,38000.0,Charged Off,18.89,0.0,0.0,,8.0,0.0,4122,61.5,13.0,3575.34,3575.34,1725.78,889.38,0.0,960.18,172.8324,435.86,0.0,Individual,0.0,0.0,10821.0,6700.0
10000,12.88,336.37,C,2 years,OWN,65000.0,Fully Paid,17.26,0.0,1.0,25.0,8.0,0.0,6208,39.3,25.0,12029.470309999999,12029.47,10000.0,2029.47,0.0,0.0,0.0,110.78,0.0,Individual,0.0,314.0,161919.0,15800.0
6000,18.25,217.67,D,8 years,MORTGAGE,50000.0,Late (31-120 days),11.59,0.0,3.0,,4.0,0.0,6275,84.8,14.0,6984.97,6984.97,5161.54,1823.43,0.0,0.0,0.0,217.67,0.0,Individual,0.0,0.0,9318.0,7400.0
35000,20.89,944.71,D,4 years,RENT,63408.0,In Grace Period,15.27,0.0,2.0,65.0,18.0,0.0,4828,29.4,39.0,5587.02,5587.02,2102.16,3484.86,0.0,0.0,0.0,944.71,0.0,Individual,0.0,0.0,185469.0,16400.0
16000,11.53,527.85,B,< 1 year,MORTGAGE,70000.0,Fully Paid,10.87,1.0,0.0,8.0,10.0,0.0,9309,36.9,21.0,17932.65675,17932.66,16000.0,1932.66,0.0,0.0,0.0,11043.67,0.0,Individual,0.0,1376.0,260067.0,25200.0
35000,12.99,1179.12,C,10+ years,RENT,88000.0,Charged Off,18.7,0.0,1.0,,13.0,0.0,51915,74.2,24.0,16908.17,16908.17,10607.64,3646.17,0.0,2654.36,477.7848,1179.12,0.0,Individual,0.0,0.0,59058.0,70000.0
24000,16.02,583.89,C,7 years,MORTGAGE,105000.0,Fully Paid,21.31,1.0,3.0,16.0,14.0,0.0,18202,34.2,32.0,24053.4,24053.4,24000.0,53.4,0.0,0.0,0.0,24074.76,0.0,Individual,0.0,0.0,220820.0,53300.0
9000,10.75,293.59,B,< 1 year,RENT,34555.0,Fully Paid,20.52,1.0,0.0,15.0,11.0,0.0,5851,67.3,20.0,10395.77704,10395.78,9000.0,1395.78,0.0,0.0,0.0,3255.0,0.0,Individual,0.0,0.0,42106.0,8700.0
10000,7.24,309.87,A,5 years,OWN,65000.0,Fully Paid,12.04,0.0,0.0,,6.0,0.0,5222,26.8,11.0,10928.48576,10928.49,10000.0,928.49,0.0,0.0,0.0,5049.0,0.0,Individual,0.0,0.0,63240.0,19500.0
12000,9.99,254.91,B,10+ years,MORTGAGE,85000.0,Charged Off,16.31,0.0,0.0,,21.0,0.0,17266,35.2,32.0,5975.17,5975.17,3358.08,1733.46,0.0,883.63,159.0534,254.91,0.0,Individual,0.0,10620.0,187408.0,49000.0
15225,19.53,399.4,D,10+ years,MORTGAGE,200000.0,Fully Paid,8.36,0.0,2.0,29.0,14.0,1.0,12143,34.4,24.0,19265.95321,19265.95,15225.0,4040.95,0.0,0.0,0.0,12509.19,0.0,Individual,0.0,296.0,50925.0,35300.0
10000,14.99,346.61,C,9 years,MORTGAGE,40000.0,Fully Paid,30.36,0.0,0.0,,14.0,0.0,17243,49.0,20.0,12085.05,12085.05,10000.0,2085.05,0.0,0.0,0.0,4806.24,0.0,Individual,0.0,0.0,111282.0,35200.0
18000,7.97,563.81,A,5 years,RENT,36468.0,Charged Off,26.52,0.0,0.0,,15.0,0.0,7994,32.8,17.0,1683.46,1681.12,1341.65,341.81,0.0,0.0,0.0,563.81,0.0,Individual,0.0,0.0,33929.0,24400.0
16000,11.99,531.36,B,5 years,OWN,48500.0,Late (31-120 days),23.03,0.0,1.0,,12.0,0.0,27173,61.1,22.0,8491.1,8358.43,6407.93,2083.17,0.0,0.0,0.0,531.36,0.0,Individual,0.0,0.0,28112.0,44500.0
31325,18.06,1133.42,D,10+ years,RENT,180000.0,Fully Paid,5.93,5.0,1.0,8.0,6.0,0.0,8066,38.8,26.0,34263.74447,34263.74,31325.0,2938.74,0.0,0.0,0.0,28675.21,0.0,Individual,0.0,0.0,41399.0,20800.0
8400,13.49,285.02,C,4 years,OWN,57000.0,Charged Off,24.59,0.0,2.0,30.0,11.0,0.0,6807,54.3,14.0,3561.5,3561.5,1379.98,608.86,0.0,1572.66,283.0788,285.02,0.0,Individual,0.0,165.0,161060.0,13100.0
